# File generated by Mantid:
# Instrument: HRPD
# The X-axis unit is: d-Spacing
# The Y-axis unit is: Counts per microAmp.hour
# Data for spectra :0
# d-Spacing              Y                 E
        0.26840        0.44171924        0.76271145
        0.26843        0.43322464        0.74804392
        0.26845        0.42505059        0.73392988
        0.26848        0.41717928        0.72033859
        0.26851        0.40959421        0.70724153
        0.26854        0.40228002        0.69461221
        0.26857        0.39522248        0.68242603
        0.26860        0.38840830        0.67066007
        0.26863        0.40493998        0.66233649
        0.26865        0.54657954        0.67050769
        0.26868        0.39657501        0.67682778
        0.26871        0.36756913        0.66864523
        0.26874        0.36173470        0.65803181
        0.26877        0.35608260        0.64775006
        0.26880        0.35060441        0.63778468
        0.26883        0.34529222        0.62812127
        0.26886        0.34013860        0.61874633
        0.26888        0.33513656        0.60964712
        0.26891        0.33027951        0.60081165
        0.26894        0.32556123        0.59222863
        0.26897        0.32097586        0.58388738
        0.26900        0.31651787        0.57577783
        0.26903        0.31218200        0.56789047
        0.26906        0.30796333        0.56021627
        0.26908        0.30385715        0.55274672
        0.26911        0.18007657        0.55847069
        0.26914        0.17773792        0.55121783
        0.26917        0.17545922        0.54415093
        0.26920        0.17323822        0.53726295
        0.26923        0.17107274        0.53054716
        0.26926        0.16896074        0.52399719
        0.26929        0.16690024        0.51760698
        0.26931        0.29457484        0.53053153
        0.26934        0.31503184        0.52768090
        0.26937        0.31132558        0.52147289
        0.26940        0.30770552        0.51540925
        0.26943        0.30416867        0.50948501
        0.26946        0.30071221        0.50369540
        0.26949        0.29733342        0.49803590
        0.26952        0.29402972        0.49250217
        0.26954        0.29079862        0.48709006
        0.26957        0.28763776        0.48179560
        0.26960        0.28454489        0.47661500
        0.26963        0.26650672        0.47263735
        0.26966        0.21054730        0.47151122
        0.26969        0.20835410        0.46659965
        0.26972        0.20620612        0.46178934
        0.26975        0.20410198        0.45707720
        0.26977        0.20204034        0.45246026
        0.26980        0.20104794        0.44800497
        0.26983        0.31944530        0.45318233
        0.26986        0.34071474        0.45512274
        0.26989        0.34071474        0.45512274
        0.26992        0.32224264        0.45596386
        0.26995        0.25774344        0.45888872
        0.26998        0.25774344        0.45888872
        0.27001        0.25774344        0.45888872
        0.27003        0.25774344        0.45888872
        0.27006        0.25774344        0.45888872
        0.27009        0.25774344        0.45888872
        0.27012        0.29761227        0.46147865
        0.27015        0.36868286        0.46693877
        0.27018        0.39322894        0.46891752
        0.27021        0.45311969        0.47512140
        0.27024        0.49101801        0.47900565
        0.27026        0.49101801        0.47900565
        0.27029        0.49101801        0.47900565
        0.27032        0.49101801        0.47900565
        0.27035        0.49101801        0.47900565
        0.27038        0.49101801        0.47900565
        0.27041        0.49101801        0.47900565
        0.27044        0.49101801        0.47900565
        0.27047        0.49101801        0.47900565
        0.27050        0.49101801        0.47900565
        0.27052        0.49101801        0.47900565
        0.27055        0.39448109        0.44124362
        0.27058        0.13104901        0.31601904
        0.27061        0.13104901        0.31601904
        0.27064        0.13104901        0.31601904
        0.27067        0.13104901        0.31601904
        0.27070        0.13104901        0.31601904
        0.27073        0.12547045        0.31630553
        0.27076        0.11576056        0.31934343
