# File generated by Mantid:
# Instrument: GEM
# The X-axis unit is: d-Spacing
# The Y-axis unit is: Counts per microAmp.hour
# Data for spectra :0
# d-Spacing              Y                 E
        0.06827        0.15011981        0.00252354
        0.06834        0.15250961        0.00254128
        0.06841        0.15562707        0.00256181
        0.06849        0.15502835        0.00255775
        0.06856        0.15320298        0.00254000
        0.06864        0.15522337        0.00255905
        0.06871        0.15459322        0.00254961
        0.06879        0.14997356        0.00249798
        0.06886        0.15066714        0.00249877
        0.06894        0.15164527        0.00250107
        0.06901        0.15235129        0.00250735
        0.06909        0.14888702        0.00248002
        0.06917        0.14886318        0.00246537
        0.06924        0.14916023        0.00246097
        0.06932        0.14776816        0.00244545
        0.06939        0.14902692        0.00245977
        0.06947        0.14989543        0.00247268
        0.06954        0.15050981        0.00246426
        0.06962        0.15236706        0.00247919
        0.06970        0.14991888        0.00246849
        0.06977        0.14909787        0.00246665
        0.06985        0.15155944        0.00247876
        0.06992        0.14962862        0.00244122
        0.07000        0.14922934        0.00242886
        0.07008        0.14927587        0.00243470
        0.07015        0.15053851        0.00244092
        0.07023        0.15068581        0.00243395
        0.07031        0.14948545        0.00242764
        0.07038        0.15167397        0.00244177
        0.07046        0.15209206        0.00243333
        0.07054        0.15309088        0.00244415
        0.07061        0.15217683        0.00244094
        0.07069        0.14896143        0.00241370
        0.07077        0.14965397        0.00241734
        0.07085        0.15042553        0.00241204
        0.07092        0.14919479        0.00239917
        0.07100        0.14936124        0.00239497
        0.07108        0.14772485        0.00236937
        0.07116        0.14642780        0.00236229
        0.07123        0.14851106        0.00237858
        0.07131        0.14975432        0.00237952
        0.07139        0.14968299        0.00237380
        0.07147        0.14961104        0.00237873
        0.07154        0.15082781        0.00239546
        0.07162        0.14812080        0.00236033
        0.07170        0.14882266        0.00235297
        0.07178        0.14878750        0.00234531
        0.07186        0.14594775        0.00232658
        0.07194        0.14511309        0.00231883
        0.07201        0.14731405        0.00233429
        0.07209        0.14754423        0.00232844
        0.07217        0.14593377        0.00231100
        0.07225        0.14857030        0.00233191
        0.07233        0.15000371        0.00233386
        0.07241        0.15058798        0.00233681
        0.07249        0.15109925        0.00234587
        0.07257        0.15119339        0.00234234
        0.07265        0.14790911        0.00230452
        0.07272        0.14677811        0.00230395
        0.07280        0.14691844        0.00230715
        0.07288        0.14717625        0.00230375
        0.07296        0.14916872        0.00230751
        0.07304        0.14782744        0.00229653
        0.07312        0.14663792        0.00228306
        0.07320        0.14703875        0.00228423
        0.07328        0.14908650        0.00229316
        0.07336        0.14894877        0.00228805
        0.07344        0.14824315        0.00228340
        0.07352        0.14799864        0.00227718
        0.07360        0.14683796        0.00226643
        0.07368        0.14646607        0.00226529
        0.07376        0.14785655        0.00228167
        0.07384        0.14548750        0.00226329
        0.07392        0.14466404        0.00224264
        0.07401        0.14581315        0.00225487
        0.07409        0.14773508        0.00226343
        0.07417        0.14821851        0.00225773
        0.07425        0.14666406        0.00224352
        0.07433        0.14661150        0.00223549
        0.07441        0.14665258        0.00223488
        0.07449        0.14736148        0.00224287
        0.07457        0.14831259        0.00225000
        0.07465        0.14878337        0.00224688
        0.07474        0.14747075        0.00222995
        0.07482        0.14675835        0.00222014
        0.07490        0.14737715        0.00222467
        0.07498        0.14805282        0.00222164
        0.07506        0.14548632        0.00220090
        0.07514        0.14534397        0.00219563
        0.07523        0.14824700        0.00222176
        0.07531        0.14687749        0.00220640
        0.07539        0.14695962        0.00220330
        0.07547        0.14558862        0.00218621
        0.07556        0.14597444        0.00217962
        0.07564        0.14600274        0.00217803
        0.07572        0.14628744        0.00217842
        0.07580        0.14670090        0.00218158
        0.07589        0.14285550        0.00215345
        0.07597        0.14465874        0.00215793
        0.07605        0.14513021        0.00216265
        0.07613        0.14437934        0.00216296
        0.07622        0.14588334        0.00217972
        0.07630        0.14460118        0.00216681
        0.07638        0.14582009        0.00216207
        0.07647        0.14551068        0.00215643
        0.07655        0.14429031        0.00214106
        0.07663        0.14444882        0.00213852
        0.07672        0.14421825        0.00212636
        0.07680        0.14401447        0.00212691
        0.07689        0.14474588        0.00213725
        0.07697        0.14484530        0.00212525
        0.07705        0.14335979        0.00211349
        0.07714        0.14198468        0.00210619
        0.07722        0.14196079        0.00210224
        0.07731        0.14333222        0.00210297
        0.07739        0.14437461        0.00210929
        0.07747        0.14394420        0.00210288
        0.07756        0.14619636        0.00212077
        0.07764        0.14376671        0.00210390
        0.07773        0.14420869        0.00209790
        0.07781        0.14556303        0.00210188
        0.07790        0.14394752        0.00208978
        0.07798        0.14353127        0.00208746
        0.07807        0.14290547        0.00207568
        0.07815        0.14209329        0.00207053
        0.07824        0.14335993        0.00206855
        0.07832        0.14387458        0.00207783
        0.07841        0.14256698        0.00206590
        0.07850        0.14245397        0.00206196
        0.07858        0.14155740        0.00204964
        0.07867        0.14397349        0.00206946
        0.07875        0.14511933        0.00207805
        0.07884        0.14412928        0.00207025
        0.07892        0.14212980        0.00204866
        0.07901        0.14357782        0.00206227
        0.07910        0.14520308        0.00207272
        0.07918        0.14449947        0.00205927
        0.07927        0.14314899        0.00204444
        0.07936        0.14317532        0.00203668
        0.07944        0.14054341        0.00201453
        0.07953        0.14179859        0.00202350
        0.07962        0.14348432        0.00203653
        0.07970        0.14182341        0.00202660
        0.07979        0.13959096        0.00200270
        0.07988        0.13862718        0.00199272
        0.07996        0.13966496        0.00200352
        0.08005        0.14382840        0.00202932
        0.08014        0.14425733        0.00202091
        0.08023        0.14321284        0.00201265
        0.08031        0.14197208        0.00200367
        0.08040        0.14361263        0.00201195
        0.08049        0.14368375        0.00201766
        0.08058        0.14278699        0.00201057
        0.08067        0.14157006        0.00199223
        0.08075        0.14111879        0.00198045
        0.08084        0.14105939        0.00197653
        0.08093        0.13926972        0.00196465
        0.08102        0.13918613        0.00195950
        0.08111        0.13886696        0.00195613
        0.08120        0.13856100        0.00195636
        0.08128        0.14141605        0.00197976
        0.08137        0.14269248        0.00198364
        0.08146        0.14214068        0.00197597
        0.08155        0.13983429        0.00195562
        0.08164        0.14134349        0.00195952
        0.08173        0.14112431        0.00195936
        0.08182        0.14157812        0.00195856
        0.08191        0.14158839        0.00195706
        0.08200        0.14148362        0.00194920
        0.08209        0.14142260        0.00195378
        0.08218        0.14288520        0.00196349
        0.08227        0.14283830        0.00195573
        0.08236        0.13916029        0.00192519
        0.08245        0.14010596        0.00193392
        0.08254        0.14031509        0.00193466
        0.08263        0.13943397        0.00192415
        0.08272        0.13971750        0.00192175
        0.08281        0.13920922        0.00191536
        0.08290        0.13963617        0.00191283
        0.08299        0.14106632        0.00191962
        0.08308        0.13992677        0.00190938
        0.08317        0.13825081        0.00189795
        0.08326        0.13807769        0.00189186
        0.08335        0.13816874        0.00189203
        0.08344        0.13832619        0.00189003
        0.08353        0.14149701        0.00191595
        0.08362        0.14157961        0.00191557
        0.08371        0.14249147        0.00191710
        0.08381        0.14124704        0.00190560
        0.08390        0.13883094        0.00188395
        0.08399        0.13787307        0.00187992
        0.08408        0.13758998        0.00187304
        0.08417        0.13973348        0.00187925
        0.08426        0.14103943        0.00189136
        0.08436        0.13947192        0.00188142
        0.08445        0.13986248        0.00187403
        0.08454        0.13930297        0.00186451
        0.08463        0.13901232        0.00186433
        0.08472        0.13971981        0.00186686
        0.08482        0.13944623        0.00186766
        0.08491        0.13925032        0.00185931
        0.08500        0.13943734        0.00185313
        0.08510        0.13952505        0.00185409
        0.08519        0.13817136        0.00184788
        0.08528        0.13726704        0.00184434
        0.08537        0.13763410        0.00184247
        0.08547        0.13859131        0.00184499
        0.08556        0.13942641        0.00184564
        0.08565        0.13963864        0.00184488
        0.08575        0.13910816        0.00183814
        0.08584        0.13751938        0.00182831
        0.08593        0.13747473        0.00182373
        0.08603        0.13667835        0.00181923
        0.08612        0.13844565        0.00183198
        0.08622        0.13994457        0.00183904
        0.08631        0.13879418        0.00182399
        0.08640        0.13791455        0.00182132
        0.08650        0.13834547        0.00182462
        0.08659        0.13864214        0.00182209
        0.08669        0.13769341        0.00180846
        0.08678        0.13854432        0.00181288
        0.08688        0.13900176        0.00181473
        0.08697        0.13832500        0.00180604
        0.08707        0.13837750        0.00180547
        0.08716        0.13897140        0.00180404
        0.08726        0.13791434        0.00178922
        0.08735        0.13802272        0.00179232
        0.08745        0.13885823        0.00179792
        0.08754        0.14006969        0.00180804
        0.08764        0.13987960        0.00180193
        0.08773        0.13822452        0.00178757
        0.08783        0.13723799        0.00178236
        0.08793        0.13719462        0.00177644
        0.08802        0.13625284        0.00176863
        0.08812        0.13741854        0.00177929
        0.08821        0.14057599        0.00179914
        0.08831        0.13954989        0.00178515
        0.08841        0.13769390        0.00177203
        0.08850        0.13431684        0.00174421
        0.08860        0.13694235        0.00175855
        0.08870        0.13890116        0.00177051
        0.08879        0.13863275        0.00176621
        0.08889        0.13927873        0.00177011
        0.08899        0.13873070        0.00176354
        0.08908        0.13771061        0.00175181
        0.08918        0.13809599        0.00175546
        0.08928        0.13695848        0.00174510
        0.08938        0.13678637        0.00174153
        0.08947        0.13505345        0.00173329
        0.08957        0.13365854        0.00172154
        0.08967        0.13507732        0.00172596
        0.08977        0.13571248        0.00173064
        0.08987        0.13673850        0.00173754
        0.08996        0.13624419        0.00173011
        0.09006        0.13584602        0.00172055
        0.09016        0.13531096        0.00171150
        0.09026        0.13567889        0.00171489
        0.09036        0.13530667        0.00170442
        0.09046        0.13558090        0.00170632
        0.09055        0.13535416        0.00170819
        0.09065        0.13511378        0.00170312
        0.09075        0.13673601        0.00171204
        0.09085        0.13566851        0.00170427
        0.09095        0.13423999        0.00168867
        0.09105        0.13574347        0.00169876
        0.09115        0.13664441        0.00170617
        0.09125        0.13583432        0.00170669
        0.09135        0.13484947        0.00169287
        0.09145        0.13567905        0.00169433
        0.09155        0.13730843        0.00170751
        0.09165        0.13568650        0.00168746
        0.09175        0.13635712        0.00169218
        0.09185        0.13447313        0.00167515
        0.09195        0.13425726        0.00166885
        0.09205        0.13445362        0.00166782
        0.09215        0.13558564        0.00167559
        0.09225        0.13648996        0.00168403
        0.09235        0.13479128        0.00167181
        0.09245        0.13322087        0.00165789
        0.09255        0.13361859        0.00165723
